;Title, http://www.gcdataconcepts.com, X6-2mini
;Version, 915, Build num, 0x800, Build date, 20100407 18:07:03,  SN:CCDC22011000155
;Start_time, 1900-01-02, 15:40:04.005
;Switch, Unknown
;Temperature, 70.50, deg C
;Gain, high
;SampleRate, 40,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
13.537,891,-42,-561
13.563,891,-43,-562
13.587,890,-42,-561
13.612,892,-42,-562
13.637,890,-43,-563
13.662,891,-43,-562
13.688,892,-42,-562
13.712,891,-42,-563
13.737,890,-43,-562
13.762,891,-43,-562
13.787,891,-42,-562
13.812,888,-44,-563
13.837,889,-44,-562
13.862,894,-42,-562
13.887,891,-42,-564
13.912,889,-43,-562
13.936,892,-42,-562
13.962,890,-42,-561
13.986,890,-44,-563
14.012,891,-43,-563
14.038,893,-42,-563
14.062,890,-44,-563
14.087,889,-44,-562
14.112,893,-42,-563
14.137,890,-43,-563
14.162,887,-44,-562
14.187,892,-43,-565
14.212,891,-42,-563
14.237,889,-44,-565
14.262,889,-44,-564
14.286,889,-42,-564
14.312,890,-43,-565
14.337,887,-44,-565
14.362,889,-43,-565
14.387,890,-42,-566
14.411,888,-43,-566
14.437,889,-43,-566
14.462,889,-43,-566
14.487,888,-43,-565
14.512,887,-44,-567
14.536,889,-43,-567
14.562,889,-43,-567
14.586,887,-44,-567
14.611,887,-43,-567
14.637,890,-43,-568
14.661,887,-43,-566
14.687,886,-43,-565
14.711,890,-43,-568
14.736,889,-43,-567
14.761,889,-44,-567
14.786,887,-43,-565
14.812,888,-43,-566
14.836,888,-44,-567
14.861,888,-44,-567
14.886,889,-43,-567
14.911,888,-43,-566
14.936,888,-43,-567
14.961,889,-43,-567
14.986,887,-43,-566
15.011,887,-44,-567
15.037,888,-43,-567
15.061,889,-43,-567
15.086,888,-44,-567
15.112,888,-44,-567
15.136,889,-43,-567
15.162,888,-43,-566
15.186,887,-43,-566
15.211,889,-43,-568
15.237,888,-43,-567
15.261,888,-43,-567
15.286,888,-43,-567
15.311,889,-43,-567
15.336,887,-43,-565
15.361,889,-43,-566
15.386,889,-43,-566
15.411,887,-44,-566
15.436,889,-43,-567
15.461,889,-43,-567
15.486,889,-44,-566
15.511,888,-44,-565
15.536,889,-44,-566
15.561,889,-43,-566
15.586,888,-44,-566
15.610,889,-44,-566
15.636,889,-43,-566
15.660,888,-44,-565
15.686,889,-44,-566
15.711,889,-43,-566
15.735,889,-43,-566
15.761,888,-44,-567
15.785,889,-43,-566
15.811,889,-43,-566
15.836,888,-44,-567
15.860,889,-43,-567
15.886,888,-43,-566
15.910,888,-43,-567
15.935,888,-43,-567
15.960,888,-43,-567
15.985,888,-44,-568
16.011,888,-44,-567
16.036,888,-43,-567
16.061,887,-43,-567
16.085,888,-44,-567
16.111,888,-43,-567
16.135,888,-43,-566
16.161,888,-44,-567
16.186,890,-43,-567
16.210,889,-44,-567
16.236,888,-44,-566
16.260,889,-44,-566
16.285,888,-44,-566
16.310,887,-44,-566
16.335,888,-44,-566
16.361,889,-43,-566
16.385,889,-44,-567
16.410,888,-44,-567
16.435,888,-43,-567
16.460,888,-44,-568
16.486,888,-44,-567
16.510,888,-43,-568
16.535,887,-44,-568
16.560,888,-44,-569
16.585,888,-43,-569
16.610,887,-43,-568
16.635,888,-43,-569
16.660,887,-43,-568
16.685,887,-43,-569
16.710,886,-44,-569
16.734,887,-43,-568
16.760,888,-43,-569
16.784,886,-44,-568
16.810,888,-43,-569
16.835,886,-43,-568
16.859,887,-43,-569
16.885,888,-44,-569
16.909,888,-43,-568
16.935,889,-44,-569
16.960,886,-44,-568
16.984,887,-43,-568
17.010,889,-44,-569
17.035,886,-44,-568
17.060,888,-44,-569
17.084,888,-43,-568
17.110,887,-44,-568
17.135,888,-44,-568
17.160,888,-43,-568
17.185,889,-43,-568
17.209,887,-44,-567
17.235,887,-44,-567
17.260,889,-43,-568
17.284,888,-44,-568
17.310,888,-44,-568
17.334,888,-43,-567
17.360,887,-43,-567
17.384,888,-44,-568
17.409,888,-44,-568
17.435,889,-43,-569
17.459,887,-44,-568
17.485,888,-44,-567
17.509,888,-43,-568
17.534,887,-43,-567
17.559,889,-44,-568
17.584,889,-43,-568
17.610,889,-44,-568
17.634,888,-44,-567
17.659,888,-44,-567
17.684,889,-44,-567
17.709,888,-44,-567
17.734,889,-44,-568
17.759,888,-44,-567
17.784,888,-44,-567
17.809,889,-43,-568
17.834,888,-43,-568
17.858,888,-43,-568
17.884,888,-44,-568
17.909,889,-43,-568
17.934,888,-43,-567
17.959,887,-44,-568
17.983,888,-43,-568
18.009,889,-43,-568
18.035,888,-43,-568
18.059,887,-44,-567
18.084,888,-43,-568
18.109,889,-43,-567
18.134,888,-43,-567
18.159,887,-44,-568
18.184,888,-43,-567
18.209,889,-43,-568
18.234,887,-43,-566
18.259,889,-44,-568
18.284,889,-43,-567
18.309,889,-43,-567
18.333,888,-44,-566
18.359,888,-44,-566
18.384,890,-43,-567
18.408,888,-44,-567
18.434,888,-44,-567
18.458,889,-43,-567
18.484,888,-43,-566
18.508,889,-44,-567
18.533,889,-43,-567
18.559,889,-43,-567
18.583,888,-44,-567
18.609,888,-43,-567
18.633,889,-43,-568
18.658,889,-43,-568
18.684,888,-43,-567
18.708,888,-43,-568
18.733,889,-43,-568
18.758,888,-43,-568
18.783,888,-43,-568
18.808,888,-43,-568
18.833,889,-43,-568
18.858,888,-44,-568
18.883,887,-43,-567
18.908,889,-43,-568
18.933,887,-43,-567
18.958,888,-43,-567
18.982,888,-43,-567
19.008,889,-43,-567
19.034,889,-44,-568
19.058,888,-44,-567
19.083,888,-44,-567
19.108,888,-44,-567
19.133,888,-44,-568
19.158,888,-44,-568
19.183,888,-43,-567
19.208,888,-44,-567
19.233,888,-43,-567
19.258,888,-43,-568
19.283,888,-44,-568
19.308,888,-43,-568
19.333,888,-43,-568
19.358,888,-43,-567
19.383,888,-44,-569
19.407,888,-43,-569
19.433,888,-43,-568
19.457,888,-43,-569
19.483,887,-43,-568
19.508,887,-43,-568
19.532,888,-44,-569
19.558,888,-43,-569
19.582,887,-43,-568
19.608,887,-44,-568
19.632,889,-43,-569
19.657,887,-43,-568
19.683,887,-44,-569
19.707,888,-44,-569
19.732,889,-43,-569
19.757,888,-44,-569
19.782,888,-44,-569
19.808,887,-43,-568
19.832,887,-44,-569
19.857,887,-44,-569
19.882,889,-43,-569
19.907,887,-43,-568
19.932,887,-44,-569
19.957,887,-44,-570
19.982,887,-43,-569
20.007,888,-44,-570
20.033,887,-44,-569
20.057,886,-43,-569
20.082,887,-43,-571
20.107,887,-43,-570
20.132,887,-43,-570
20.158,888,-44,-570
20.182,887,-44,-570
20.207,887,-43,-570
20.232,886,-44,-570
20.257,886,-44,-571
20.282,887,-43,-571
20.307,887,-43,-571
20.332,886,-44,-570
20.357,887,-43,-570
20.382,887,-43,-569
20.406,886,-44,-570
20.432,887,-44,-570
20.456,889,-43,-570
20.482,889,-44,-570
20.507,886,-44,-569
20.531,887,-44,-569
20.557,888,-44,-570
20.581,887,-44,-570
20.607,887,-44,-570
20.631,887,-44,-569
20.656,887,-44,-570
20.682,888,-44,-570
20.706,888,-43,-570
20.732,887,-44,-569
20.756,887,-44,-570
20.781,888,-43,-570
20.806,888,-44,-569
20.831,887,-44,-569
20.856,888,-44,-569
20.881,888,-44,-570
20.906,888,-44,-570
20.931,887,-44,-570
20.956,887,-44,-569
20.980,887,-44,-569
21.006,886,-44,-571
21.032,887,-44,-570
21.056,888,-44,-570
21.081,886,-44,-570
21.106,887,-44,-570
21.131,888,-44,-570
21.157,888,-44,-570
21.181,888,-44,-570
21.206,887,-44,-569
21.231,887,-44,-569
21.256,888,-44,-570
21.281,888,-44,-570
21.306,888,-44,-570
21.331,887,-44,-568
21.356,888,-44,-569
21.381,887,-44,-570
21.406,887,-44,-570
21.431,887,-44,-569
21.455,887,-44,-569
21.481,888,-44,-569
21.506,887,-44,-569
21.530,888,-44,-570
21.556,887,-44,-569
21.580,887,-44,-570
21.606,888,-44,-570
21.630,887,-44,-570
21.655,887,-44,-569
21.681,887,-44,-570
21.705,887,-44,-570
21.731,887,-44,-571
21.755,887,-44,-570
21.780,888,-43,-569
21.805,886,-43,-569
21.830,888,-44,-571
21.855,887,-43,-570
21.880,887,-44,-570
21.905,887,-44,-571
21.930,886,-44,-570
21.955,887,-44,-570
21.979,886,-44,-571
22.005,886,-44,-571
22.031,888,-43,-571
22.055,886,-43,-570
22.081,887,-44,-572
22.105,887,-43,-571
22.130,887,-42,-571
22.155,886,-44,-572
22.180,884,-44,-569
22.205,887,-43,-571
22.230,886,-44,-570
22.255,887,-44,-571
22.280,889,-43,-570
22.305,889,-43,-569
22.329,886,-44,-567
22.355,887,-44,-567
22.380,890,-44,-568
22.405,889,-44,-565
22.430,889,-45,-561
22.454,890,-46,-559
22.480,880,-53,-548
22.504,896,-45,-554
22.529,897,-49,-549
22.555,891,-53,-537
22.579,901,-53,-535
22.605,907,-59,-530
22.629,917,-61,-525
22.654,921,-62,-512
22.679,920,-66,-499
22.704,920,-68,-481
22.730,932,-71,-475
22.754,940,-76,-462
22.779,929,-76,-430
22.804,931,-66,-392
22.829,946,-60,-366
22.854,966,-60,-360
22.879,956,61,-464
22.904,1038,222,-562
22.929,1149,429,-672
22.954,1182,252,-450
22.978,1140,225,-320
23.004,1052,309,-285
23.029,1048,400,-251
23.054,1063,472,-326
23.080,1054,464,-355
23.104,1012,463,-265
23.129,984,512,-172
23.154,1018,551,-116
23.179,1060,549,-89
23.203,1118,528,-36
23.229,1210,443,35
23.254,1322,327,54
23.279,1348,226,36
23.304,1310,172,21
23.328,1254,162,21
23.354,1204,180,9
23.378,1157,191,-19
23.404,1131,186,-43
23.429,1105,170,-40
23.453,1070,159,-17
23.479,1050,160,16
23.503,1014,164,76
23.528,1014,208,154
23.553,1023,271,206
23.578,1016,327,229
23.604,995,377,239
23.628,984,421,230
23.653,973,445,202
23.678,956,438,177
23.703,947,402,188
23.728,933,351,212
23.753,915,319,205
23.778,903,317,174
23.803,898,336,135
23.828,886,346,117
23.853,873,350,120
23.878,871,370,131
23.902,865,400,141
23.928,853,425,138
23.952,837,431,135
23.977,811,412,145
24.003,795,391,152
24.028,806,386,165
24.053,832,398,200
24.078,872,422,246
24.103,908,428,281
24.127,919,391,283
24.153,930,347,245
24.178,974,346,161
24.203,1020,369,62
24.228,1044,402,14
24.252,1097,420,16
24.278,1107,461,47
24.302,1142,725,-321
24.327,1047,920,-728
24.353,757,601,-131
24.377,748,464,174
24.403,882,570,176
24.427,907,534,157
24.452,929,480,79
24.477,920,452,-10
24.502,892,418,-5
24.528,883,389,52
24.552,891,374,116
24.577,897,345,152
24.602,913,317,112
24.627,953,287,-1
24.651,1001,325,-101
24.677,997,406,-36
24.702,950,441,86
24.727,917,400,118
24.752,925,384,59
24.776,917,365,3
24.802,883,333,-7
24.826,904,360,35
24.852,967,423,69
24.877,993,416,91
24.901,980,358,126
24.927,986,329,155
24.951,985,328,145
24.976,965,323,107
25.001,925,292,96
25.027,886,269,125
25.052,862,293,167
25.077,906,421,206
25.102,995,616,215
25.126,997,698,135
25.152,949,638,62
25.176,963,559,76
25.202,1028,523,121
25.227,1062,453,128
25.251,1037,315,133
25.277,992,189,145
25.301,950,136,137
25.326,912,178,85
25.351,899,282,43
25.376,911,374,57
25.402,934,430,116
25.426,944,446,179
25.451,958,450,232
25.476,977,442,278
25.501,967,393,313
25.526,930,317,325
25.551,896,260,305
25.576,900,255,238
25.601,923,288,141
25.626,963,319,82
25.650,1011,321,98
25.676,1043,302,138
25.700,1058,278,165
25.726,1061,271,165
25.751,1052,293,142
25.775,1027,354,93
25.801,955,548,-89
25.825,841,840,-454
25.851,796,802,-349
25.875,915,556,55
25.900,1000,425,175
25.926,1006,407,100
25.950,987,401,64
25.976,959,377,110
26.000,939,365,182
26.026,927,368,214
26.050,918,373,214
26.076,917,381,199
26.101,919,387,187
26.125,923,391,192
26.151,928,386,217
26.175,929,377,234
26.201,925,375,231
26.225,922,380,222
26.250,917,385,220
26.276,914,392,218
26.300,907,400,212
26.325,904,408,202
26.350,900,416,193
26.375,901,426,181
26.400,898,426,170
26.425,897,425,156
26.450,899,425,144
26.475,908,427,136
26.500,921,422,131
26.525,931,411,119
26.550,944,408,112
26.574,952,399,116
26.600,954,390,116
26.625,957,387,112
26.650,960,385,114
26.675,961,377,123
26.699,960,371,130
26.725,964,367,141
26.749,964,361,152
26.774,962,357,160
26.799,960,354,169
26.824,957,347,175
26.850,954,342,179
26.874,952,342,183
26.899,950,342,187
26.924,950,344,189
26.949,953,349,196
26.974,952,351,204
27.000,945,352,201
27.025,939,359,191
27.049,935,365,189
27.075,934,372,188
27.099,935,376,192
27.124,930,378,182
27.149,934,389,172
27.174,932,388,178
27.200,929,390,172
27.224,931,396,165
27.249,928,398,161
27.274,928,402,161
27.299,925,401,159
27.324,923,401,152
27.349,924,402,149
27.374,927,401,154
27.399,929,399,159
27.424,931,397,160
27.448,932,392,159
27.474,935,387,166
27.499,931,378,171
27.524,934,380,170
27.549,937,379,181
27.573,936,375,188
27.599,936,372,183
27.623,937,364,185
27.649,940,364,187
27.674,940,368,186
27.698,942,369,189
27.724,942,363,189
27.748,944,364,173
27.773,948,369,170
27.798,947,365,179
27.823,945,364,174
27.849,943,367,166
27.873,943,374,167
27.898,944,381,170
27.923,939,379,167
27.948,937,376,161
27.973,937,378,161
27.999,936,381,169
28.024,933,383,170
28.048,933,386,172
28.074,931,383,176
28.098,930,383,176
28.123,927,385,177
28.148,927,384,178
28.173,928,380,180
28.199,931,381,177
28.223,934,380,176
28.248,935,376,178
28.273,934,376,173
28.298,932,376,169
28.324,932,378,168
28.348,934,378,168
28.373,937,379,169
28.398,939,375,172
28.423,939,374,172
28.447,936,374,170
28.473,934,377,169
28.498,932,381,170
28.523,932,384,173
28.548,932,383,176
28.572,933,383,176
28.598,932,383,178
28.622,930,385,176
28.648,930,387,174
28.673,929,388,176
28.697,928,385,176
28.723,931,387,172
28.747,932,385,172
28.772,933,384,170
28.797,938,386,173
28.822,935,379,169
28.848,937,381,165
28.872,938,381,170
28.897,935,377,171
28.922,936,375,166
28.947,939,374,171
28.972,940,375,178
28.998,939,375,178
29.023,940,374,178
29.047,938,371,179
29.073,934,372,177
29.097,933,379,178
29.122,930,381,182
29.147,931,382,177
29.172,932,380,176
29.198,934,379,178
29.222,935,381,180
29.247,932,383,182
29.272,929,384,179
29.297,929,387,177
29.322,931,389,178
29.347,932,384,176
29.372,935,384,175
29.397,939,383,178
29.422,937,380,176
29.447,936,382,170
29.472,936,386,170
29.496,938,383,177
29.522,939,377,174
29.547,939,374,168
29.571,940,374,171
29.597,940,371,176
29.621,939,371,174
29.647,939,373,177
29.671,939,375,177
29.696,938,372,173
29.722,937,371,171
29.746,936,373,175
29.772,934,375,174
29.796,935,377,174
29.821,936,375,177
29.846,936,374,180
29.871,934,377,179
29.896,932,378,179
29.921,931,380,176
29.946,931,376,175
29.971,935,376,180
29.997,937,378,181
30.021,935,377,179
30.046,934,378,177
30.072,929,379,174
30.096,928,379,174
30.122,928,379,176
30.146,931,381,177
30.171,935,379,183
30.196,935,375,188
30.221,932,373,184
30.246,929,379,185
30.271,927,385,188
30.296,925,387,187
30.321,927,384,186
30.346,930,380,186
30.370,932,379,185
30.396,931,380,183
30.421,931,378,181
30.446,933,378,183
30.471,933,375,184
30.495,935,374,183
30.521,936,372,185
30.545,934,371,189
30.570,934,378,189
30.596,932,379,188
30.620,929,375,192
30.646,925,376,190
30.670,926,381,189
30.695,928,377,195
30.721,931,376,199
30.745,930,380,201
30.771,927,385,199
30.795,926,390,190
30.820,925,390,184
30.845,925,392,180
30.870,926,395,167
30.895,931,396,157
30.920,936,397,151
30.945,941,399,144
30.970,942,396,144
30.996,938,391,153
31.020,934,395,163
31.045,932,403,171
31.071,928,397,180
31.095,924,387,186
31.121,923,381,185
31.145,924,384,182
31.170,930,387,185
31.195,929,376,194
31.220,924,370,195
31.245,922,380,188
